codigo|nombre|tipo|nivel|repeticiones|videoURL|autoload|poster|descripcion|musculos|calorias|tiempo
75|V alterna|Musculacion|N1|6|https://www.youtube.com/watch?v=RA9nGJVwtJ4|true|https://img.youtube.com/vi/RA9nGJVwtJ4/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Core|0|0
76|V alterna-(Intenso)|Musculacion|RX+|16|https://www.youtube.com/watch?v=RA9nGJVwtJ4|true|https://img.youtube.com/vi/RA9nGJVwtJ4/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Core|0|0
77|Circulos Abdominales-(Máximo)|Musculacion|RX|6|https://www.youtube.com/watch?v=L83ngXEmxn0|true|https://img.youtube.com/vi/L83ngXEmxn0/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Core|0|0
78|Extensión de pierna alterna colgado|Musculacion|N1|6|https://www.youtube.com/watch?v=hy5yJUqYsKg|true|https://img.youtube.com/vi/hy5yJUqYsKg/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Core|0|0
79|Extensión de pierna alterna colgado-(Moderado)|Musculacion|N2|8|https://www.youtube.com/watch?v=RAwb_sAlGpI|true|https://img.youtube.com/vi/RAwb_sAlGpI/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Core|0|0
80|Heel Touch Crunch-(Moderado)|Musculacion|N2|10|https://www.youtube.com/watch?v=Gmi_M4-ngeo|true|https://img.youtube.com/vi/Gmi_M4-ngeo/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Core|0|0
81|Dead Bug-(Moderado)|Musculacion|N2|10|https://www.youtube.com/watch?v=uRW6LLbdqCs|true|https://img.youtube.com/vi/uRW6LLbdqCs/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Core|0|0
82|Hanging Knee Raises-(Moderado)|Musculacion|N2|10|https://www.youtube.com/watch?v=sUFvSwPlJSg|true|https://img.youtube.com/vi/sUFvSwPlJSg/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Core|0|0
83|Elevaciones Frontales-(Moderado)|Musculacion|N2|10|https://www.youtube.com/watch?v=lrt7Tcxomws|false|https://img.youtube.com/vi/lrt7Tcxomws/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros|0|0
84|Elevaciones Frontales-(Máximo)|Musculacion|RX|10|https://www.youtube.com/watch?v=lrt7Tcxomws|false|https://img.youtube.com/vi/lrt7Tcxomws/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros|0|0
85|Elevaciones Laterales|Musculacion|N1|10|https://www.youtube.com/watch?v=tttEkbV0WIQ|false|https://img.youtube.com/vi/tttEkbV0WIQ/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros|0|0
86|Elevaciones Laterales-(Intenso)|Musculacion|RX+|10|https://www.youtube.com/watch?v=tttEkbV0WIQ|false|https://img.youtube.com/vi/tttEkbV0WIQ/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros|0|0
87|Press Z-(Moderado)|Musculacion|N2|8|https://www.youtube.com/watch?v=zSRug_uTztg|false|https://img.youtube.com/vi/zSRug_uTztg/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros|0|0
88|Press Z-(Máximo)|Musculacion|RX|8|https://www.youtube.com/watch?v=zSRug_uTztg|false|https://img.youtube.com/vi/zSRug_uTztg/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros|0|0
89|Overhead Squat-(Moderado)|Musculacion|N2|6|https://www.youtube.com/watch?v=RD_vUnqwqqI&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=4|false|https://img.youtube.com/vi/RD_vUnqwqqI/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros,Cuadriceps|0|0
90|Overhead Squat-(Máximo)|Musculacion|RX|6|https://www.youtube.com/watch?v=RD_vUnqwqqI&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=4|false|https://img.youtube.com/vi/RD_vUnqwqqI/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros,Cuadriceps|0|0
91|Shoulder Press-(Moderado)|Musculacion|N2|6|https://www.youtube.com/watch?v=xe19t2_6yis&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=5|false|https://img.youtube.com/vi/xe19t2_6yis/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros|0|0
92|Shoulder Press-(Máximo)|Musculacion|RX|6|https://www.youtube.com/watch?v=xe19t2_6yis&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=5|false|https://img.youtube.com/vi/xe19t2_6yis/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros|0|0
93|Push Press|Musculacion|N1|6|https://www.youtube.com/watch?v=X6-DMh-t4nQ&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=6|false|https://img.youtube.com/vi/X6-DMh-t4nQ/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros|0|0
94|Push Press-(Intenso)|Musculacion|RX+|6|https://www.youtube.com/watch?v=X6-DMh-t4nQ&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=6|false|https://img.youtube.com/vi/X6-DMh-t4nQ/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros|0|0
95|Push Jerk-(Intenso)|Musculacion|RX+|6|https://www.youtube.com/watch?v=V-hKuAfWNUw&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=7|false|https://img.youtube.com/vi/V-hKuAfWNUw/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros|0|0
96|Thruster-(Moderado)|Musculacion|N2|8|https://www.youtube.com/watch?v=aea5BGj9a8Y&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=9|false|https://img.youtube.com/vi/aea5BGj9a8Y/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros,Cuadriceps|0|0
97|Thruster-(Máximo)|Musculacion|RX|8|https://www.youtube.com/watch?v=aea5BGj9a8Y&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=9|false|https://img.youtube.com/vi/aea5BGj9a8Y/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros,Cuadriceps|0|0
98|S.Deadlift H.Pull|Musculacion|N1|6|https://www.youtube.com/watch?v=o6QniJ9FaGA&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=11|false|https://img.youtube.com/vi/o6QniJ9FaGA/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros|0|0
99|S.Deadlift H.Pull-(Intenso)|Musculacion|RX+|6|https://www.youtube.com/watch?v=o6QniJ9FaGA&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=11|false|https://img.youtube.com/vi/o6QniJ9FaGA/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros|0|0
100|Muscle Up-(Moderado)|Musculacion|N2|4|https://www.youtube.com/watch?v=2QTCBcTj7hM|true|https://img.youtube.com/vi/2QTCBcTj7hM/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros|0|0
101|Muscle Up-(Máximo)|Musculacion|RX|8|https://www.youtube.com/watch?v=OCg3UXgzftc&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=16|true|https://img.youtube.com/vi/OCg3UXgzftc/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros|0|0
102|Muscle Up estricto-(Máximo)|Musculacion|RX|4|https://www.youtube.com/watch?v=o69WaY_7k2c|true|https://img.youtube.com/vi/o69WaY_7k2c/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros|0|0
103|Muscle up en anillas-(Intenso)|Musculacion|RX+|4|https://www.youtube.com/watch?v=fHrGdxGi_Og|false|https://img.youtube.com/vi/fHrGdxGi_Og/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros|0|0
104|Hang Power Clean-(Intenso)|Musculacion|RX+|6|https://www.youtube.com/watch?v=0aP3tgKZcHQ|false|https://img.youtube.com/vi/0aP3tgKZcHQ/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros|0|0
105|Snatch-(Intenso)|Musculacion|RX+|6|https://www.youtube.com/watch?v=9xQp2sldyts&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=26|false|https://img.youtube.com/vi/9xQp2sldyts/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros,Hamstring|0|0
106|Zancada Overhead-(Máximo)|Musculacion|RX|5|https://www.youtube.com/watch?v=m6MczOv_Ayg&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=28|false|https://img.youtube.com/vi/m6MczOv_Ayg/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros,Gluteos|0|0
107|Snatch con mancuerna|Musculacion|N1|5|https://www.youtube.com/watch?v=R0mhHuVrLHA&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=32|false|https://img.youtube.com/vi/R0mhHuVrLHA/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros,Lumbar|0|0
108|Snatch con mancuerna-(Intenso)|Musculacion|RX+|5|https://www.youtube.com/watch?v=R0mhHuVrLHA&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=32|false|https://img.youtube.com/vi/R0mhHuVrLHA/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros,Lumbar|0|0
109|DB Press-(Moderado)|Musculacion|N2|1|https://www.youtube.com/watch?v=AqzDJHxynwo&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=33|false|https://img.youtube.com/vi/AqzDJHxynwo/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros|0|0
110|DB Press-(Máximo)|Musculacion|RX|1|https://www.youtube.com/watch?v=AqzDJHxynwo&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=33|false|https://img.youtube.com/vi/AqzDJHxynwo/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros|0|0
111|DB Press Snetado|Musculacion|N1|4|https://www.youtube.com/watch?v=LRc1rHyMSUA|false|https://img.youtube.com/vi/LRc1rHyMSUA/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros|0|0
112|DB Press Snetado-(Intenso)|Musculacion|RX+|8|https://www.youtube.com/watch?v=LRc1rHyMSUA|false|https://img.youtube.com/vi/LRc1rHyMSUA/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros|0|0
113|Sentadilla con mancuerna sobre la cabeza-(Máximo)|Musculacion|RX|4|https://www.youtube.com/watch?v=fa_yJa2XwXk&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=34|false|https://img.youtube.com/vi/fa_yJa2XwXk/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros|0|0
114|Handstand Push Up estricto-(Máximo)|Musculacion|RX|4|https://www.youtube.com/watch?v=hvoQiF0kBI8&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=39|true|https://img.youtube.com/vi/hvoQiF0kBI8/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros|0|0
115|Cargada a media sentadilla-(Moderado)|Musculacion|N2|6|https://www.youtube.com/watch?v=GVt4uQ0sDJE&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=42|false|https://img.youtube.com/vi/GVt4uQ0sDJE/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros,Hamstring|0|0
116|Cargada a media sentadilla-(Máximo)|Musculacion|RX|10|https://www.youtube.com/watch?v=GVt4uQ0sDJE&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=42|false|https://img.youtube.com/vi/GVt4uQ0sDJE/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros,Hamstring|0|0
117|Power Snatch-(Moderado)|Musculacion|N2|4|https://www.youtube.com/watch?v=tuOiNeTvLJs&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=43|false|https://img.youtube.com/vi/tuOiNeTvLJs/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros,Hamstring|0|0
118|Power Snatch-(Máximo)|Musculacion|RX|8|https://www.youtube.com/watch?v=tuOiNeTvLJs&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=43|false|https://img.youtube.com/vi/tuOiNeTvLJs/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros,Hamstring|0|0
119|Thrusters con mancuernas|Musculacion|N1|4|https://www.youtube.com/watch?v=M5gEwLTtWbg&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=45|false|https://img.youtube.com/vi/M5gEwLTtWbg/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros,Cuadriceps|0|0
120|Thrusters con mancuernas-(Intenso)|Musculacion|RX+|8|https://www.youtube.com/watch?v=M5gEwLTtWbg&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=45|false|https://img.youtube.com/vi/M5gEwLTtWbg/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros,Cuadriceps|0|0
121|Muscle Snatch-(Intenso)|Musculacion|RX+|5|https://www.youtube.com/watch?v=LRcTB2-Xyg8&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=46|false|https://img.youtube.com/vi/LRcTB2-Xyg8/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros|0|0
122|Levantamiento turco-(Moderado)|Musculacion|N2|4|https://www.youtube.com/watch?v=1hLE_OOeq_A|false|https://img.youtube.com/vi/1hLE_OOeq_A/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros|0|0
123|Levantamiento turco-(Máximo)|Musculacion|RX|6|https://www.youtube.com/watch?v=1hLE_OOeq_A|false|https://img.youtube.com/vi/1hLE_OOeq_A/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros|0|0
124|Muscle Clean-(Moderado)|Musculacion|N2|4|https://www.youtube.com/watch?v=K7CctePUCYA&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=51|false|https://img.youtube.com/vi/K7CctePUCYA/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros,Hamstring,Lumbar|0|0
125|Muscle Clean-(Máximo)|Musculacion|RX|6|https://www.youtube.com/watch?v=K7CctePUCYA&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=51|false|https://img.youtube.com/vi/K7CctePUCYA/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros,Hamstring,Lumbar|0|0
126|Hang Power Clean|Musculacion|N1|4|https://www.youtube.com/watch?v=_iUFG1-H7d0&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=52|false|https://img.youtube.com/vi/_iUFG1-H7d0/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros|0|0
128|Hang Power Snatch-(Intenso)|Musculacion|RX+|5|https://www.youtube.com/watch?v=8AyTzORaBM8&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=53|false|https://img.youtube.com/vi/8AyTzORaBM8/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros|0|0
129|Split Jerk-(Intenso)|Musculacion|RX+|5|https://www.youtube.com/watch?v=PsiO8lZTU2I&list=PLgve_TNgIw480TOU1ZuFiZh-zfRkRZVM6&index=44|false|https://img.youtube.com/vi/PsiO8lZTU2I/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros|0|0
130|Aguantar Flexión en pica con cajón seg-(Moderado)|Musculacion|N2|30|https://www.youtube.com/watch?v=7-Rtq5RBLCc|true|https://img.youtube.com/vi/7-Rtq5RBLCc/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros|0|0
131|Flexión en pica-(Intenso)|Musculacion|RX+|6|https://www.youtube.com/watch?v=B1GTcDZm1IE|true|https://img.youtube.com/vi/B1GTcDZm1IE/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros|0|0
132|Flexión en pica con deficit-(Intenso)|Musculacion|RX+|4|https://www.youtube.com/watch?v=psVldHs0aQk|true|https://img.youtube.com/vi/psVldHs0aQk/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros|0|0
133|Subidas a pino en pared-(Intenso)|Musculacion|RX+|7|https://www.youtube.com/watch?v=epwboFMa2HY|true|https://img.youtube.com/vi/epwboFMa2HY/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros|0|0
134|Andar en pino seg-(Intenso)|Musculacion|RX+|12|https://www.youtube.com/watch?v=LcD6a47JvYM|true|https://img.youtube.com/vi/LcD6a47JvYM/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros|0|0
135|Pino Estático seg-(Intenso)|Musculacion|RX+|10|https://www.youtube.com/watch?v=v_O4t4Yiv5g|true|https://img.youtube.com/vi/v_O4t4Yiv5g/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros|0|0
136|Pino en pared seg-(Moderado)|Musculacion|N2|20|https://www.youtube.com/watch?v=rvGcNSgp9y8|true|https://img.youtube.com/vi/rvGcNSgp9y8/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros|0|0
137|Pies a la barra estrictos-(Intenso)|Musculacion|RX+|8|https://www.youtube.com/watch?v=HHjvtdJKMhg|true|https://img.youtube.com/vi/HHjvtdJKMhg/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros|0|0
138|Pies a la barra-(Máximo)|Musculacion|RX|20|https://www.youtube.com/watch?v=BContPDoOpk|true|https://img.youtube.com/vi/BContPDoOpk/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros|0|0
139|Rodillas a codos-(Moderado)|Musculacion|N2|10|https://www.youtube.com/watch?v=CwX4Dk3h26M|true|https://img.youtube.com/vi/CwX4Dk3h26M/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros|0|0
140|Press Arnold|Musculacion|N1|4|https://www.youtube.com/watch?v=ZMYcP3Z_w0E|false|https://img.youtube.com/vi/ZMYcP3Z_w0E/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros|0|0
141|Press Arnold-(Intenso)|Musculacion|RX+|6|https://www.youtube.com/watch?v=ZMYcP3Z_w0E|false|https://img.youtube.com/vi/ZMYcP3Z_w0E/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros|0|0
142|Hang DB Clean-(Moderado)|Musculacion|N2|6|https://www.youtube.com/watch?v=iIMg_6wZ38w|false|https://img.youtube.com/vi/iIMg_6wZ38w/sddefault.jpg|Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book|Hombros,Agarre (Grip),Lumbar|0|0
